crash_id,state,remoteness,sa4_name,lga_name,road_type
20241303,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Port Stephens,Arterial Road
20246029,TAS,Outer Regional Australia,Launceston and North East,West Tamar,National or State Highway
20248005,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Arterial Road
20244018,SA,Major Cities of Australia,Adelaide - North,Gawler,Collector Road
20241060,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road
20242022,VIC,Inner Regional Australia,Hume,Alpine,Local Road
20241037,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Arterial Road
20241257,NSW,Inner Regional Australia,Central West,Cabonne,Local Road
20241128,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,National or State Highway
20243089,QLD,Major Cities of Australia,Ipswich,Brisbane,Collector Road
20242181,VIC,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Local Road
20243082,QLD,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,National or State Highway
20243150,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway
20243170,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road
20243239,QLD,Remote Australia,Darling Downs - Maranoa,Maranoa,National or State Highway
20242040,VIC,Outer Regional Australia,Warrnambool and South West,Southern Grampians,National or State Highway
20243084,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road
20241030,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road
20243127,QLD,Inner Regional Australia,Logan - Beaudesert,Scenic Rim,National or State Highway
20243003,QLD,Inner Regional Australia,Ipswich,Somerset,Local Road
20243266,QLD,Remote Australia,Townsville,Hinchinbrook,Access road
20241042,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,National or State Highway
20243121,QLD,Inner Regional Australia,Logan - Beaudesert,Scenic Rim,Sub-arterial Road
20241175,NSW,Major Cities of Australia,Illawarra,Wollongong,Collector Road
20243072,QLD,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Collector Road
20244057,SA,Major Cities of Australia,Adelaide - North,Playford,National or State Highway
20241091,NSW,Very Remote Australia,Far West and Orana,Cobar,National or State Highway
20243201,QLD,Outer Regional Australia,Wide Bay,South Burnett,Local Road
20242135,VIC,Outer Regional Australia,North West,Ararat,National or State Highway
20243225,QLD,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road
20241167,NSW,Major Cities of Australia,Sydney - Outer South West,Campbelltown (NSW),Collector Road
20244060,SA,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Sub-arterial Road
20241268,NSW,Outer Regional Australia,Capital Region,Bega Valley,National or State Highway
20244013,SA,Major Cities of Australia,Adelaide - North,Tea Tree Gully,Sub-arterial Road
20243235,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road
20244059,SA,Outer Regional Australia,South Australia - South East,Wattle Range,National or State Highway
20241266,NSW,Inner Regional Australia,Illawarra,Kiama,Arterial Road
20243131,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road
20242080,VIC,Outer Regional Australia,Warrnambool and South West,Moyne,Local Road
20241287,NSW,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Arterial Road
20241152,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway
20243161,QLD,Inner Regional Australia,Ipswich,Scenic Rim,Sub-arterial Road
20242042,VIC,Major Cities of Australia,Melbourne - South East,Casey,Arterial Road
20243210,QLD,Outer Regional Australia,Central Queensland,Gladstone,Collector Road
20244025,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Northern Areas,Arterial Road
20243088,QLD,Outer Regional Australia,Cairns,Tablelands,Sub-arterial Road
20241211,NSW,Major Cities of Australia,Sydney - City and Inner South,Sydney,National or State Highway
20242007,VIC,Inner Regional Australia,Hume,Murrindindi,National or State Highway
20241204,NSW,Major Cities of Australia,Illawarra,Wollongong,National or State Highway
20244062,SA,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Local Road
20241137,NSW,Inner Regional Australia,Murray,Albury,National or State Highway
20243117,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road
20242081,VIC,Major Cities of Australia,Melbourne - Inner East,Boroondara,Arterial Road
20243206,QLD,Major Cities of Australia,Brisbane - East,Redland,Sub-arterial Road
20248003,ACT,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Collector Road
20244032,SA,Inner Regional Australia,Adelaide - North,Playford,Collector Road
20241153,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Collector Road
20242138,VIC,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,National or State Highway
20243198,QLD,Outer Regional Australia,Townsville,Hinchinbrook,Local Road
20242107,VIC,Major Cities of Australia,Melbourne - Inner East,Boroondara,Local Road
20243080,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,Collector Road
20242204,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,Sub-arterial Road
20242139,VIC,Inner Regional Australia,Warrnambool and South West,Colac Otway,Access road
20241103,NSW,Outer Regional Australia,Capital Region,Bega Valley,Arterial Road
20242129,VIC,Inner Regional Australia,Geelong,Surf Coast,Local Road
20244027,SA,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker,Arterial Road
20243006,QLD,Major Cities of Australia,Brisbane - East,Brisbane,Sub-arterial Road
20243108,QLD,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road
20243212,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Collector Road
20241237,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Cessnock,Local Road
20241052,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Maitland,National or State Highway
20241308,NSW,Outer Regional Australia,Murray,Federation,Sub-arterial Road
20246027,TAS,Inner Regional Australia,Hobart,Hobart,Local Road
20244072,SA,Major Cities of Australia,Adelaide - South,Mitcham,Collector Road
20241195,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road
20244043,SA,Major Cities of Australia,Adelaide - Central and Hills,Adelaide,Sub-arterial Road
20241102,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road
20243194,QLD,Major Cities of Australia,Brisbane - South,Brisbane,National or State Highway
20243070,QLD,Major Cities of Australia,Brisbane - South,Brisbane,National or State Highway
20243165,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road
20241063,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Arterial Road
20241132,NSW,Major Cities of Australia,Illawarra,Wollongong,National or State Highway
20241292,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Arterial Road
20241189,NSW,Inner Regional Australia,Richmond - Tweed,Lismore,Local Road
20241233,NSW,Outer Regional Australia,Far West and Orana,Narromine,National or State Highway
20242115,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road
20242167,VIC,Major Cities of Australia,Melbourne - North West,Merri-bek,Sub-arterial Road
20241016,NSW,Outer Regional Australia,Riverina,Narrandera,Local Road
20243234,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road
20246025,TAS,Outer Regional Australia,South East,Huon Valley,Sub-arterial Road
20241220,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Sub-arterial Road
20241034,NSW,Outer Regional Australia,Riverina,Griffith,Local Road
20242012,VIC,Inner Regional Australia,Hume,Wodonga,Local Road
20243009,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Access road
20241269,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Mid-Coast,Arterial Road
20242093,VIC,Major Cities of Australia,Melbourne - Inner,Darebin,Local Road
20242176,VIC,Inner Regional Australia,Hume,Murrindindi,Sub-arterial Road
20242255,VIC,Inner Regional Australia,Ballarat,Ballarat,Sub-arterial Road
20241066,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Local Road
20242175,VIC,Inner Regional Australia,Melbourne - South East,Cardinia,Access road
20243207,QLD,Inner Regional Australia,Central Queensland,Rockhampton,Local Road
20242029,VIC,Major Cities of Australia,Melbourne - Outer East,Maroondah,Local Road
20241246,NSW,Inner Regional Australia,Murray,Albury,Arterial Road
20241078,NSW,Major Cities of Australia,Richmond - Tweed,Tweed,Local Road
20243064,QLD,Outer Regional Australia,Wide Bay,North Burnett,National or State Highway
20241013,NSW,Remote Australia,New England and North West,Moree Plains,Sub-arterial Road
20246019,TAS,Outer Regional Australia,South East,Huon Valley,National or State Highway
20242257,VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Collector Road
20241138,NSW,Major Cities of Australia,Sydney - South West,Fairfield,Local Road
20244014,SA,Major Cities of Australia,Adelaide - Central and Hills,Unley,Sub-arterial Road
20244069,SA,Inner Regional Australia,South Australia - South East,Alexandrina,Arterial Road
20242053,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,Arterial Road
20243111,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,National or State Highway
20243067,QLD,Outer Regional Australia,Wide Bay,Gympie,Local Road
20242186,VIC,Major Cities of Australia,Melbourne - West,Melton,National or State Highway
20242250,VIC,Major Cities of Australia,Mornington Peninsula,Frankston,Local Road
20243167,QLD,Outer Regional Australia,Townsville,Burdekin,National or State Highway
20243106,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road
20242098,VIC,Major Cities of Australia,Melbourne - Outer East,Knox,Local Road
20241179,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road
20242070,VIC,Inner Regional Australia,Melbourne - North East,Whittlesea,Arterial Road
20243261,QLD,Very Remote Australia,Queensland - Outback,Mareeba,Local Road
20243227,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Local Road
20242243,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,Local Road
20242102,VIC,Major Cities of Australia,Melbourne - South East,Monash,Arterial Road
20241109,NSW,Very Remote Australia,Far West and Orana,Unincorporated NSW,National or State Highway
20243187,QLD,Inner Regional Australia,Wide Bay,South Burnett,Local Road
20241301,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Local Road
20243135,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Local Road
20241248,NSW,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road
20243268,QLD,Very Remote Australia,Queensland - Outback,Barcaldine,Local Road
20242071,VIC,Major Cities of Australia,Melbourne - West,Wyndham,Arterial Road
20241020,NSW,Outer Regional Australia,New England and North West,Glen Innes Severn,National or State Highway
20241294,NSW,Inner Regional Australia,Richmond - Tweed,Lismore,National or State Highway
20241304,NSW,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road
20242123,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,National or State Highway
20242144,VIC,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,Local Road
20241199,NSW,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road
20243066,QLD,Outer Regional Australia,Townsville,Townsville,Local Road
20243233,QLD,Outer Regional Australia,Central Queensland,Gladstone,National or State Highway
20243203,QLD,Outer Regional Australia,Central Queensland,Livingstone,National or State Highway
20242209,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Arterial Road
20242056,VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Sub-arterial Road
20242130,VIC,Inner Regional Australia,Ballarat,Golden Plains,Arterial Road
20243109,QLD,Outer Regional Australia,Cairns,Cassowary Coast,National or State Highway
20243010,QLD,Very Remote Australia,Queensland - Outback,Cook,Sub-arterial Road
20243181,QLD,Major Cities of Australia,Ipswich,Ipswich,Sub-arterial Road
20246018,TAS,Inner Regional Australia,Hobart,Clarence,Arterial Road
20241071,NSW,Major Cities of Australia,Sydney - Inner South West,Georges River,Arterial Road
20241186,NSW,Inner Regional Australia,Central West,Lithgow,National or State Highway
20243078,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road
20241223,NSW,Major Cities of Australia,Illawarra,Wollongong,National or State Highway
20241221,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Arterial Road
20241143,NSW,Inner Regional Australia,Murray,Greater Hume,Arterial Road
20243242,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Sub-arterial Road
20242189,VIC,Major Cities of Australia,Melbourne - South East,Kingston (Vic.),Local Road
20242170,VIC,Major Cities of Australia,Melbourne - Inner East,Manningham,Arterial Road
20243043,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road
20241140,NSW,Inner Regional Australia,Central West,Bathurst,National or State Highway
20244063,SA,Remote Australia,South Australia - Outback,Wudinna,National or State Highway
20241131,NSW,Outer Regional Australia,New England and North West,Inverell,Arterial Road
20242172,VIC,Major Cities of Australia,Melbourne - West,Brimbank,Arterial Road
20241111,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Arterial Road
20242055,VIC,Major Cities of Australia,Melbourne - North East,Darebin,Collector Road
20241017,NSW,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Local Road
20244067,SA,Major Cities of Australia,Adelaide - West,Charles Sturt,Collector Road
20246024,TAS,Very Remote Australia,Launceston and North East,Flinders (Tas.),Arterial Road
20241254,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road
20243011,QLD,Inner Regional Australia,Ipswich,Scenic Rim,Collector Road
20246011,TAS,Outer Regional Australia,West and North West,Burnie,Arterial Road
20242177,VIC,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Pedestrian Thoroughfare
20241127,NSW,Outer Regional Australia,New England and North West,Armidale,Access road
20241210,NSW,Outer Regional Australia,New England and North West,Tamworth,Arterial Road
20242132,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road
20242184,VIC,Inner Regional Australia,Ballarat,Ballarat,Arterial Road
20241253,NSW,Inner Regional Australia,Far West and Orana,Dubbo,Sub-arterial Road
20243024,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,National or State Highway
20242224,VIC,Major Cities of Australia,Melbourne - West,Melton,Local Road
20243031,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20242069,VIC,Major Cities of Australia,Melbourne - North East,Darebin,Local Road
20243156,QLD,Major Cities of Australia,Ipswich,Ipswich,Local Road
20242251,VIC,Major Cities of Australia,Geelong,Greater Geelong,Sub-arterial Road
20244034,SA,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills,Collector Road
20242090,VIC,Major Cities of Australia,Melbourne - South East,Cardinia,National or State Highway
20243231,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,Sub-arterial Road
20242194,VIC,Inner Regional Australia,Hume,Mitchell,Collector Road
20243142,QLD,Outer Regional Australia,Wide Bay,North Burnett,National or State Highway
20242043,VIC,Major Cities of Australia,Melbourne - West,Wyndham,Local Road
20243124,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,National or State Highway
20244007,SA,Inner Regional Australia,Adelaide - South,Onkaparinga,Collector Road
20242060,VIC,Major Cities of Australia,Melbourne - Inner South,Stonnington,Sub-arterial Road
20243104,QLD,Outer Regional Australia,Cairns,Douglas,Local Road
20244041,SA,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway
20246026,TAS,Outer Regional Australia,Launceston and North East,Launceston,Collector Road
20243021,QLD,Outer Regional Australia,Central Queensland,Gladstone,National or State Highway
20242155,VIC,Inner Regional Australia,Hume,Indigo,National or State Highway
20242032,VIC,Major Cities of Australia,Melbourne - Inner,Yarra,Arterial Road
20241285,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road
20244066,SA,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,Sub-arterial Road
20242064,VIC,Major Cities of Australia,Melbourne - Inner,Port Phillip,Collector Road
20242164,VIC,Major Cities of Australia,Melbourne - South East,Cardinia,Arterial Road
20244035,SA,Inner Regional Australia,South Australia - South East,Yankalilla,Arterial Road
20243018,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Sub-arterial Road
20242086,VIC,Major Cities of Australia,Mornington Peninsula,Frankston,Arterial Road
20243217,QLD,Outer Regional Australia,Cairns,Cassowary Coast,Sub-arterial Road
20243251,QLD,Inner Regional Australia,Ipswich,Scenic Rim,National or State Highway
20243058,QLD,Outer Regional Australia,Central Queensland,Gladstone,Sub-arterial Road
20244046,SA,Inner Regional Australia,South Australia - South East,Yankalilla,Arterial Road
20243085,QLD,Inner Regional Australia,Central Queensland,Rockhampton,Local Road
20244039,SA,Inner Regional Australia,Barossa - Yorke - Mid North,Light,Sub-arterial Road
20243240,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Sub-arterial Road
20246002,TAS,Outer Regional Australia,West and North West,Waratah-Wynyard,National or State Highway
20242099,VIC,Inner Regional Australia,Shepparton,Campaspe,National or State Highway
20243063,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Collector Road
20241176,NSW,Major Cities of Australia,Illawarra,Wollongong,National or State Highway
20247022,NT,Very Remote Australia,Northern Territory - Outback,Barkly,National or State Highway
20241086,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Port Stephens,Arterial Road
20241224,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-arterial Road
20241265,NSW,Major Cities of Australia,Sydney - Parramatta,Blacktown,National or State Highway
20241202,NSW,Outer Regional Australia,New England and North West,Inverell,Arterial Road
20246023,TAS,Inner Regional Australia,Hobart,Clarence,Arterial Road
20241293,NSW,Outer Regional Australia,Central West,Forbes,National or State Highway
20241299,NSW,Inner Regional Australia,Central West,Blayney,National or State Highway
20244078,SA,Major Cities of Australia,Adelaide - Central and Hills,Campbelltown (SA),Collector Road
20243164,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Local Road
20242201,VIC,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Local Road
20241307,NSW,Inner Regional Australia,Central West,Lithgow,Sub-arterial Road
20242074,VIC,Inner Regional Australia,Geelong,Surf Coast,Sub-arterial Road
20241243,NSW,Outer Regional Australia,New England and North West,Moree Plains,National or State Highway
20247034,NT,Outer Regional Australia,Darwin,Palmerston,Sub-arterial Road
20241260,NSW,Outer Regional Australia,New England and North West,Gunnedah,Local Road
20243004,QLD,Outer Regional Australia,Townsville,Townsville,National or State Highway
20246014,TAS,Outer Regional Australia,Launceston and North East,Break O'Day,Access road
20242024,VIC,Outer Regional Australia,North West,Buloke,Collector Road
20243169,QLD,Inner Regional Australia,Logan - Beaudesert,Scenic Rim,Sub-arterial Road
20243081,QLD,Inner Regional Australia,Wide Bay,Bundaberg,National or State Highway
20242169,VIC,Outer Regional Australia,North West,West Wimmera,Arterial Road
20241110,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Local Road
20241082,NSW,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Arterial Road
20241159,NSW,Outer Regional Australia,Capital Region,Snowy Monaro,Sub-arterial Road
20246022,TAS,Inner Regional Australia,Hobart,Hobart,Sub-arterial Road
20241229,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-arterial Road
20242026,VIC,Inner Regional Australia,Bendigo,Greater Bendigo,Sub-arterial Road
20242268,VIC,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Local Road
20242238,VIC,Inner Regional Australia,Warrnambool and South West,Warrnambool,Local Road
20242122,VIC,Major Cities of Australia,Melbourne - South East,Monash,Arterial Road
20241046,NSW,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Arterial Road
20243192,QLD,Inner Regional Australia,Logan - Beaudesert,Scenic Rim,Sub-arterial Road
20241032,NSW,Inner Regional Australia,Murray,Berrigan,Local Road
20241031,NSW,Remote Australia,Far West and Orana,Warren,National or State Highway
20243254,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road
20243133,QLD,Very Remote Australia,Queensland - Outback,Cook,Local Road
20241203,NSW,Outer Regional Australia,Central West,Mid-Western,Sub-arterial Road
20243118,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road
20243173,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,Local Road
20243199,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Collector Road
20244003,SA,Major Cities of Australia,Adelaide - North,Salisbury,Collector Road
20241298,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Arterial Road
20242112,VIC,Inner Regional Australia,Shepparton,Moira,Arterial Road
20243092,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,National or State Highway
20243042,QLD,Major Cities of Australia,Brisbane - North,Brisbane,Local Road
20244005,SA,Outer Regional Australia,South Australia - South East,Berri Barmera,Local Road
20243178,QLD,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Local Road
20244050,SA,Inner Regional Australia,South Australia - South East,Alexandrina,Collector Road
20241208,NSW,Outer Regional Australia,Riverina,Narrandera,Arterial Road
20242259,VIC,Outer Regional Australia,Warrnambool and South West,Glenelg,Arterial Road
20242212,VIC,Major Cities of Australia,Melbourne - Inner,Moonee Valley,Collector Road
20243019,QLD,Inner Regional Australia,Toowoomba,Toowoomba,Collector Road
20241036,NSW,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway
20242226,VIC,Major Cities of Australia,Melbourne - North East,Whittlesea,Local Road
20247007,NT,Outer Regional Australia,Darwin,Litchfield,Sub-arterial Road
20243074,QLD,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Collector Road
20241003,NSW,Outer Regional Australia,New England and North West,Narrabri,Local Road
20241277,NSW,Outer Regional Australia,New England and North West,Glen Innes Severn,Sub-arterial Road
20241249,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Local Road
20242020,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Arterial Road
20242108,VIC,Major Cities of Australia,Melbourne - Inner East,Boroondara,Arterial Road
20243120,QLD,Inner Regional Australia,Wide Bay,Fraser Coast,National or State Highway
20242187,VIC,Inner Regional Australia,Geelong,Golden Plains,National or State Highway
20243116,QLD,Outer Regional Australia,Cairns,Cassowary Coast,National or State Highway
20242133,VIC,Major Cities of Australia,Melbourne - West,Melton,Sub-arterial Road
20241092,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),National or State Highway
20242121,VIC,Major Cities of Australia,Melbourne - North East,Whittlesea,Arterial Road
20243214,QLD,Outer Regional Australia,Darling Downs - Maranoa,Toowoomba,National or State Highway
20241118,NSW,Outer Regional Australia,New England and North West,Tenterfield,Sub-arterial Road
20243157,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road
20241190,NSW,Inner Regional Australia,Capital Region,Hilltops,Arterial Road
20241097,NSW,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Arterial Road
20242265,VIC,Inner Regional Australia,Hume,Indigo,Arterial Road
20241250,NSW,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road
20242200,VIC,Inner Regional Australia,Warrnambool and South West,Moyne,Sub-arterial Road
20242234,VIC,Inner Regional Australia,Shepparton,Campaspe,Local Road
20242048,VIC,Major Cities of Australia,Melbourne - West,Brimbank,Arterial Road
20242003,VIC,Inner Regional Australia,Shepparton,Greater Shepparton,Local Road
20243252,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Collector Road
20243061,QLD,Outer Regional Australia,Darling Downs - Maranoa,Toowoomba,Collector Road
20242162,VIC,Major Cities of Australia,Melbourne - North West,Moonee Valley,National or State Highway
20244071,SA,Major Cities of Australia,Adelaide - South,Onkaparinga,National or State Highway
20241047,NSW,Major Cities of Australia,Sydney - Inner West,Inner West,Collector Road
20241205,NSW,Major Cities of Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road
20241024,NSW,Major Cities of Australia,Central Coast,Central Coast (NSW),Arterial Road
20242096,VIC,Major Cities of Australia,Melbourne - South East,Casey,National or State Highway
20242240,VIC,Major Cities of Australia,Melbourne - South East,Greater Dandenong,National or State Highway
20243139,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Collector Road
20243075,QLD,Major Cities of Australia,Brisbane - South,Brisbane,Collector Road
20244051,SA,Major Cities of Australia,Adelaide - North,Salisbury,Sub-arterial Road
20241070,NSW,Outer Regional Australia,Far West and Orana,Warrumbungle,Arterial Road
20244079,SA,Outer Regional Australia,South Australia - Outback,Whyalla,Local Road
20243051,QLD,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Sub-arterial Road
20242237,VIC,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Collector Road
20243148,QLD,Outer Regional Australia,Central Queensland,Rockhampton,National or State Highway
20242157,VIC,Major Cities of Australia,Melbourne - Inner,Moonee Valley,Sub-arterial Road
20244022,SA,Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway
20241142,NSW,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road
20241124,NSW,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway
20241010,NSW,Outer Regional Australia,Far West and Orana,Narromine,National or State Highway
20241252,NSW,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road
20243155,QLD,Very Remote Australia,Queensland - Outback,Cook,Local Road
20243163,QLD,Inner Regional Australia,Central Queensland,Gladstone,National or State Highway
20243269,QLD,Inner Regional Australia,Sunshine Coast,Noosa,Sub-arterial Road
20243056,QLD,Remote Australia,Queensland - Outback,Mount Isa,Collector Road
20243049,QLD,Remote Australia,Queensland - Outback,Mount Isa,Local Road
20243103,QLD,Major Cities of Australia,Brisbane Inner City,Brisbane,Pedestrian Thoroughfare
20242233,VIC,Major Cities of Australia,Melbourne - Inner South,Kingston (Vic.),Local Road
20243014,QLD,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba,Local Road
20241198,NSW,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road
20242249,VIC,Major Cities of Australia,Melbourne - Outer East,Maroondah,Arterial Road
20243154,QLD,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,National or State Highway
20241100,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road
20241074,NSW,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road
20243263,QLD,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba,National or State Highway
20242016,VIC,Major Cities of Australia,Melbourne - West,Maribyrnong,National or State Highway
20244017,SA,Remote Australia,South Australia - Outback,Unincorporated SA,Sub-arterial Road
20244009,SA,Major Cities of Australia,Adelaide - South,Marion,Collector Road
20242085,VIC,Major Cities of Australia,Melbourne - North East,Darebin,Sub-arterial Road
20244012,SA,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway
20243205,QLD,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road
20241035,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Access road
20241161,NSW,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road
20241062,NSW,Inner Regional Australia,Far West and Orana,Dubbo,National or State Highway
20243119,QLD,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road
20241155,NSW,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway
20243152,QLD,Inner Regional Australia,Gold Coast,Gold Coast,Sub-arterial Road
20243053,QLD,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road
